Judul,Penulis,Tahun,topics,probabilities
usability aplikasi perangkat bergerak jual beli online model people at the center of mobile application development pacmad studi tokopedia bukalapak shopee,"Nafilah Fauzi, Hanifah Muslimah Az-Zahra, Agi Putra Kharisma",31 Mar 2019,-1,0.0
faktorfaktor memengaruhi minat pemain permainan moba studi mobile legends bangbang,"I Ketut Sidharta Yogatama, Agi Putra Kharisma, Lutfi Fanani",31 Mar 2019,100,1.0
metode time invariant fuzzy time series memprediksi keberangkatan penumpang pelayaran negeri pelabuhan tanjung priok,"Dwi Damara Kartikasari, Budi Darma Setiawan, Mochammad Ali Fauzi",31 Mar 2019,25,1.0
sentimen ulasan aplikasi bca mobile bm improved knearest neighbor,"Indriya Dewi Onantya, Indriati Indriati, Putra Pandu Adikara",31 Mar 2019,12,1.0
metode fuzzy tsukamoto menentukan harga sewa hotel studi gili amor boutique resort dusun gili trawangan nusa tenggara barat,"Rudito Pujiarso Nugroho, Budi Darma Setiawan, M. Tanzil Furqon",31 Mar 2019,-1,0.0
berita berbahasa indonesia metode bm,"Khalisma Frinta, Indriati Indriati, Putra Pandu Adikara",31 Mar 2019,54,1.0
algoritme modified knearest neighbor mknn mengidentifikasi penyakit gigi mulut,"Muhammad Reza Ravi, Indriati Indriati, Sigit Adinugroho",31 Mar 2019,-1,0.0
teks otomatis artikel berita hiburan berbahasa indonesia metode bm,"Desy Andriani, Indriati Indriati, Muhammad Tanzil Furqon",31 Mar 2019,54,0.9611794027931809
ciri telapak tangan metode local binary pattern lbp,"Dwi Retnoningrum, Agus Wahyu Widodo, Muh. Arif Rahman",31 Mar 2019,-1,0.0
expansion sistem temu informasi dokumen jurnal berbahasa indonesia metode bm,"Faradila Puspa Wardani, Indriati Indriati, Bayu Rahayudi",31 Mar 2019,54,1.0
sentimen kebijakan ganjil genap kendaraan bermotor dki jakarta twitter bm knearest neighbor,"Dwi Suci Ariska Yanti, Indriati Indriati, Putra Pandu Adikara",31 Mar 2019,5,0.7623935206542515
sistem informasi prestasi siswa dinas pendidikan kota malang berbasis website,"Charisma Ubaidah Cholilia, Herman Tolle, Retno Indah Rokhmawati",31 Mar 2019,-1,0.0
dokumen abstrak skripsi berdasarkan fokus penelitian bidang komputasi cerdas bm knearest neighbor,"Deri Hendra Binawan, Indriati Indriati, Putra Pandu Adikara",31 Mar 2019,-1,0.0
aplikasi scoring iqro berbasis android parameter suara pitch volume rhythm,"Mohamad Handy Nugraha, Komang Candra Brata, Adam Hendra Brata",31 Mar 2019,56,0.3266328928495778
penghitung protein telur berdasarkan volume komputasi citra metode cakram berbasis raspberry pi perangkat android,"Muhammad Riyyan Royhan, Hurriyatul Fitriyah, Agi Putra Kharisma",31 Mar 2019,38,0.7342868726337443
penerimaan program keluarga harapan pkh metode learning vector quantization studi desa kedungjati,"Vidya Capristyan Pamungkas, Lailil Muflikhah, Rendi Cahya Wihandika",31 Mar 2019,46,0.7171637770742395
double moving average double exponential smoothing peramalan kedatangan wisatawan mancanegara bandara ngurah rai,"Cinthia Vairra Hudiyanti, Fitra Abdurrachman Bachtiar, Budi Darma Setiawan",31 Mar 2019,79,0.9209956905208758
sentimen pembangunan infrastruktur indonesia automated lexicon wordvec naivebayes,"Ananda Fitri Niasita, Putra Pandu Adikara, Sigit Adinugroho",31 Mar 2019,54,0.9111751727084267
kinerja routing protocol adhoc on demand multipath distance vector aomdv pergerakan gaussmarkov mobile adhoc network manet,"Eko Aditya Ramadianto, Rakhmadhany Primananda, Reza Andria Siregar",31 Mar 2019,41,0.6957027477804665
kinerja pembangunan program kerja base transceiver station bts logical framework analysis studi badan aksesibilitas telekomunikasi informasi bakti kominfo,"Indah Dwi Chyntia Riswandi, Suprapto Suprapto, Admaja Dwi Herlambang",31 Mar 2019,-1,0.0
serangan black hole protokol routing destinationsequenced distance vector dsdv model mobilitas random manet,"Asroful Khusna Arifianto, Rakhmadhany Primananda, Reza Andria Siregar",31 Mar 2019,73,0.7755145946728719
routing ulang algoritme dijkstra floydwarshall mengatasi link failure arsitektur sdn,"Risailin Dwi Jaka Fauzi, Rakhmadhany Primananda, Widhi Yahya",31 Mar 2019,45,1.0
pengaruh handover kinerja penjadwalan paket round robin proportional fair jaringan lte,"Chandra Yogi Adhitama, Primantara Hari Trisnawan, Reza Andria Siregar",31 Mar 2019,-1,0.0
aplikasi informasi calon anggota legislatif pemilihan pemilu menerapkan konsep gamifikasi pendekatan hybrid,"Doni Putra Purbawa, Herman Tolle, Lutfi Fanani",31 Mar 2019,-1,0.0
citra makanan knearest neighbor fitur bentuk simple morphological shape descriptors fitur warna grayscale histogram,"Muhammad Rizky Setiawan, Yuita Arum Sari, Putra Pandu Adikara",31 Mar 2019,14,1.0
aplikasi pengorganisasian tim pengembang perangkat lunak mempertimbangkan kepribadian,"Rony Hendiarto, Bayu Priyambadha, Mahardeka Tri Ananta",31 Mar 2019,-1,0.0
kesiapan kerangka kerja keamanan informasi dinas komunikasi informatika kota batu indeks,"Shella Indah Dwi Octaviani, Suprapto Suprapto, Admaja Dwi Herlambang",31 Mar 2019,82,0.8269485819191904
sistem informasi penetapan angka kredit guru studi dinas pendidikan kota malang,"Dimas Bhayu Primarizki, Herman Tolle, Faizatul Amalia",31 Mar 2019,21,0.7826028694526879
pola sidik bibir menentukan jenis kelamin manusia metode gray level cooccurrence matrix support vector machine,"Eka Novita Shandra, Budi Darma Setiawan, Yuita Arum Sari",31 Mar 2019,18,0.6339563058899271
aplikasi sportyway aplikasi pencari teman berolahraga berbasis lokasi,"Muhammad Ananta Pratama, Agi Putra Kharisma, Adam Hendra Brata",31 Mar 2019,104,1.0
rating novel berdasarkan sinopsis genre based collaborative filtering text similarity,"Rhevitta Widyaning Palupi, Yuita Arum Sari, Putra Pandu Adikara",31 Mar 2019,12,0.5012733828149185
recognition sistem pengaman rumah metode hog knn berbasis embedded,"Bagus Septian Aditya Wijayanto, Fitri Utaminingrum, Issa Arwani",31 Mar 2019,-1,0.0
perbandingan dampak serangan black hole kinerja routing protocol lar locationaided routing dymo dynamic manet ondemand mobile adhoc network manet,"I Dewa Gede Ardana Pucanganom, Primantara Hari Trisnawan, Reza Andria Siregar",31 Mar 2019,73,1.0
sentimen opini maskapai penerbangan dokumen twitter algoritme support vector machine svm,"Arsya Monica Pravina, Imam Cholisoddin, Putra Pandu Adikara",31 Mar 2019,90,1.0
user experience metode human centered design aplikasi info calon anggota legislatif,"Yulius Firantoko, Herman Tolle, Hanifah Muslimah Az-Zahra",31 Mar 2019,-1,0.0
aplikasi alquran membantu hafalan alquran mandiri metode tikrar,"Adiama Septiara, Nurudin Santoso, Agi Putra Kharisma",31 Mar 2019,36,0.3818131287877373
sistem informasi akademik siswa sekolah berbasis asrama studi tazkia international islamic boarding school malang,"Dhimas Pristian Alamsyah Putra, Yusi Tyroni Mursityo, Djoko Pramono",31 Mar 2019,-1,0.0
diagnosis penyakit kelamin pria metode forward chaining dempstershafer,"Kukuh Bhaskara, Nurul Hidayat, Lailil Muflikhah",31 Mar 2019,1,1.0
risiko teknologi informasi berbasis risk management kerangka kerja octaves unit pengelola sistem informasi kehumasan psik fakultas ilmu komputer universitas brawijaya,"Via Aprilia Prabawati, Aditya Rachmadi, Andi Reza Perdanakusuma",31 Mar 2019,-1,0.0
varietas padi unggul ditanam berdasarkan potensi hasil metode analytic hierarchy processweighted product ahpwp,"Tunggul Prastyo Sriatmoko, Nurul Hidayat, Sutrisno Sutrisno",31 Mar 2019,-1,0.0
penjadwalan pegawai balai penelitian tanaman jeruk buah subtropika balitjestro wisata edukasi petik jeruk algoritme genetika,"Annisa Amalia Nur'aini, Agus Wahyu Widodo, Muh. Arif Rahman",31 Mar 2019,4,0.7277913242254356
pengaruh blackhole attack kinerja protokol routing batman better approach to mobile ad hoc network mobile ad hoc network,"Imam Nurhidayat, Primantara Hari Trisnawan, Reza Andria Siregar",31 Mar 2019,73,0.741694134134974
aplikasi penentuan prioritas kebutuhan fungsional perangkat lunak berdasarkan kebutuhan nonfungsional,"Dini Indah Nurul Rizki Pancawati Raharjo, Tri Astoto Kurniawan, Denny Sagita Rusdianto",31 Mar 2019,-1,0.0
metode decision tree algoritme genetika klasifikasi risiko hipertensi,"Selly Kurnia Sari, Wayan Firdaus Mahmudy",31 Mar 2019,4,0.18313516923638556
rekomendasi proses bisnis metode business process improvement bpi studi ngalupco,"Deafinansia Nurido Andiyani, Nanang Yudi Setiawan, Ismiarta Aknuranda",31 Mar 2019,16,1.0
penyakit tanaman cabai metode modified knearest neighbor mknn studi bptp karang ploso malang,"Hadi Dwi Abdullah Hamid, Nurul Hidayat, Ratih Kartika Dewi",31 Mar 2019,1,0.8380129778625675
sistem pengumpulan promo ecommerce berbasis website menerapkan teknik web scraping proses pengambilan data promo,"Fegreit Rizda Wibowo, Denny Sagita Rusdianto, Achmad Arwan",31 Mar 2019,77,0.7643755098677384
multi travelling salesman problem optimasi pendistribusian bantuan sosial beras sejahtera studi perum bulog subdivre malang,"Muhammad Nadzir, Imam Cholissodin, Bayu Rahayudi",31 Mar 2019,87,1.0
ciri klasifikasi tipe kulit wajah metode haar wavelet,"Muhammad Rafi Farhan, Agus Wahyu Widodo, Muhammad Arif Rahman",31 Mar 2019,18,1.0
metode neighbor weighted knearest neighbor klasifikasi diabetes mellitus,"Dendry Zeta Maliha, Edy Santoso, Muhammad Tanzil Furqon",31 Mar 2019,98,0.6984945220271835
user experience metode human centered design aplikasi mobile portal berita tabloidjubi,"Naufal Aji Dewananto, Herman Tolle, Hanifah Muslimah Az-Zahra",31 Mar 2019,43,0.5778369233111303
fitur rgb color channel simple morphological shape descriptors citra makanan pencarian resep makanan,"Barbara Sonya Hutagaol, Yuita Arum Sari, Putra Pandu Adikara",31 Mar 2019,14,0.4827440113341345
berat badan lahir rendah bblr bayi metode learning vector quantization lvq,"Suryani Agustin, Budi Darma Setiawan, Mochammad Ali Fauzi",31 Mar 2019,46,1.0
aplikasi pembelajaran pengelolaan sampah daur ulang ibm cognitive service youtube api berbasis android,"Andri Suranta Ginting, Adam Hendra Brata, Komang Candra Brata",31 Mar 2019,63,0.548809369522202
perkiraan penggunaan listrik rumah tangga logika fuzzy studi pln area pasuruan,"Mochamad Ali Fahmi, Muhammad Tanzil Furqon, Sutrisno Sutrisno",31 Mar 2019,62,1.0
usability aplikasi mytelkomsel metode usability testing,"Willy Arief Pramono, Hanifah Muslimah Az-Zahra, Retno Indah Rokhmawati",31 Mar 2019,0,1.0
prioritas perbaikan jalan metode ahpsawtopsis studi dinas pekerjaan penataan ruang kota malang,"Ayudiya Pramisti Regitha, Nurul Hidayat, Agus Wahyu Widodo",31 Mar 2019,-1,0.0
proses bisnis layanan tes toefl unit pengembangan bahasa upb universitas brawijaya metode business process improvement bpi,"Febiko Ramadina, Nanang Yudi Setiawan, Andi Reza Perdanakusuma",31 Mar 2019,16,1.0
pemetaan tugas mengajar dosen memetic algorithm,"Okvio Akbar Karuniawan, Nurul Hidayat, Marji Marji",31 Mar 2019,-1,0.0
metode support vector regression svr peramalan penjualan roti studi harum bakery,"Noval Dini Maulana, Budi Darma Setiawan, Candra Dewi",31 Mar 2019,-1,0.0
cobit proses tata kelola sistem keamanan informasi fokus proses dss apo edm studi subbidang layanan aplikasi ebusiness kominfo ri,"Faris Bagaskoro, Yusi Tyroni Mursityo, Suprapto Suprapto",31 Mar 2019,-1,0.0
penurunan fungsi kognitif pasien stroke metode klasifikasi random forest,"Muhammad Shidqi Fadlilah, Randy Cahya Wihandika, Bayu Rahayudi",31 Mar 2019,-1,0.0
kebangkrutan metode backpropagation studi perseroan terbatas terdaftar bursa efek indonesia,"Nanda Alifiya Santoso Putri, Dian Eka Ratnawati, Bayu Rahayudi",31 Mar 2019,129,1.0
pengembangan sistem informasi geografis visualisasi data intelijen kejaksaan negeri lamongan,"Ayu Meilinda Puspitasari, Fatwa Ramdani, Retno Indah Rokhmawati",31 Mar 2019,125,1.0
resep makanan berdasarkan citra makanan simple morphological shape descriptors cie lab color moment local binary pattern,"Yosua Dwi Amerta, Yuita Arum Sari, Putra Pandu Adikara",31 Mar 2019,14,1.0
hama penyakit tanaman bawang merah metode neighbors weighted knearest neighbors nwknn,"Masayu Vidya Rosyidah, Budi Darma Setiawan, Muhammad Tanzil Furqon",31 Mar 2019,-1,0.0
support vector machine berdasarkan ciri histogram of oriented gradients verifikasi citra tanda tangan berbasis raspberry pi,"Mohammad Lutfi Zulfikri, Hurriyatul Fitriyah, Wijaya Kurniawan",31 Mar 2019,122,1.0
proses bisnis metode business process improvement bpi studi online requisition oras pt freeport indonesia,"Nazva Abiya, Nanang Yudi Setiawan, Niken Hendrakusma Wardani",31 Mar 2019,16,0.7267809008960322
sistem informasi pengajuan perbaikan sarana prasarana teknologi informasi berbasis web studi rsud dr saiful anwar kota malang,"Hanif Rafidi, Satrio Agung Wicaksono, Welly Purnomo",31 Mar 2019,-1,0.0
pemadam api terarah ruangan berdasarkan warna hsv berbasis raspberry pi,"Wahyu Hari Suwito, Hurriyatul Fitriyah, Gembong Edhi Setyawan",31 Mar 2019,-1,0.0
pengaruh electronic word of mouth ewom media sosial instagram minat berkunjung wisata malang raya studi akun instagram amazing malang,"Wike Agustin Kurniasari, Yusi Tyroni Mursityo, Retno Indah Rokhmawati",31 Mar 2019,-1,0.0
pendeteksi kecelakaan sepeda motor berdasarkan kemiringan sensor gyroscope berbasis arduino,"Aries Suprayogi, Hurriyatul Fitriyah, Tibyani Tibyani",31 Mar 2019,123,1.0
user experience aplikasi pemesanan katering sekolah metode humancentered design,"R. P. Hero Wijaya, Herman Tolle, Hanifah Muslimah Az-Zahra",31 Mar 2019,-1,0.0
penjadwalan program kerja indonesian future leaders chapter malang algoritme genetika,"Rafely Chandra Rizkilillah, Budi Darma Setiawan, Marji Marji",31 Mar 2019,4,0.7277913242254356
raspberry pi mendiagnosis penyakit diabetes melitus warna lidah metode otsus tresholding,"Tri Putra Anggara, Rizal Maulana, Tibyani Tibyani",31 Mar 2019,47,0.952510523608916
metode artificial neural network ann model based on use case point menghitung biaya perangkat lunak studi cv profile image studio,"Ade Pratama, Andi Reza Perdanakusuma, Djoko Pramono",31 Mar 2019,68,1.0
tingkat kesiapan pemerintah kota batu menerapkan pemerintahan berbasis elektronik egovernment ict readiness,"Ratna Dwi Anjani, Suprapto Suprapto, Admaja Dwi Herlambang",30 Apr 2019,-1,0.0
dampak serangan black hole kinerja protokol aodv dymo manet mobile adhoc network,"I Putu Krisna Yoga Tanaya, Rakhmadhany Primananda, Heru Nurwarsito",30 Apr 2019,73,0.6491330544135284
fitur berbasis wavelet klasifikasi denyut jantung rekaman elektrokardiogram,"Yosafat Vincent Saragih, Agus Wahyu Widodo, Muh. Arif Rahman",30 Apr 2019,23,0.6501357700358056
tata kelola teknologi informasi dinas komunikasi informatika kota batu kerangka kerja cobit domain deliver and support ds monitor and evaluate me,"Dindha Maria Ulfa, Suprapto Suprapto, Yusi Tyroni Mursityo",30 Apr 2019,6,0.8725880887703636
tingkat kematangan tata kelola teknologi informasi politeknik kesehatan kemenkes surabaya kerangka kerja cobit domain ds deliver and support me monitor and evaluate,"Nerissa Arviana, Suprapto Suprapto, Yusi Tyroni Mursityo",30 Apr 2019,6,0.862764694320627
citra makanan hsv color moment local binary pattern naive bayes classifier,"Karunia Ayuningsih, Yuita Arum Sari, Putra Pandu Adikara",30 Apr 2019,14,0.5573971108135775
monitoring ph suhu air tambak udang protokol websocket,"Adhi Kurniawan, Heru Nurwarsito",30 Apr 2019,91,0.7786575798079706
algoritma topsis sistem rekomendasi pencarian lokasi gym berbasis android studi kota malang,"Ignasius Try Sevandri, Ratih Kartika Dewi, Mahardeka Tri Ananta",30 Apr 2019,-1,0.0
fuzzy time series algoritme particle swarm optimization peramalan produk domestik bruto pdb indonesia,"Dloifur Rohman Alghifari, Bayu Rahayudi, Candra Dewi",30 Apr 2019,25,0.10650767732259625
metode texturebased region growing segmentasi buah jeruk keprok citrus reticulata blanco,"Rr Dea Annisayanti Putri, Agus Wahyu Widodo, Muhammad Arif Rahman",30 Apr 2019,47,1.0
tingkat kematangan manajemen layanan pemantauan base transceiver station bts unit network monitoring system nms berdasarkan itil v domain service operation badan aksesibilitas telekomunikasi informasi kominfo,"Selaras Aura Mahardhika, Ismiarta Aknuranda, Yusi Tyroni Mursityo",30 Apr 2019,-1,0.0
aplikasi identifikasi kesalahan baca alquran speech recognizer metode levenstein distance platform android,"Galang Putratama, Agi Putra Kharisma, Lutfi Fanani",30 Apr 2019,112,1.0
algoritme grain pengamanan data rekam medis,"Yoga Rizwan Priyatna, Ari Kusyanti, Mahendra Data",30 Apr 2019,-1,0.0
kinerja protokol aodv ad hoc ondemand distance vector aomdv ad hoc ondemand multipath distance vector serangan aktif jaringan manet mobile ad hoc network,"Muhammad Alif Bahari, Primantara Hari Trisnawan, Reza Andria Siregar",30 Apr 2019,-1,0.0
fungsi senyawa aktif data berdasarkan kode simplified molecular input line entry system smiles metode modified knearest neighbor,"Yunita Dwi Alfiyanti, Dian Eka Ratnawati, Syaiful Anam",30 Apr 2019,-1,0.0
naive bayes npc braking decision racing game,"Steven Willy Sanjaya, Muhammad Aminul Akbar, Tri Afirianto",30 Apr 2019,93,0.9297056632977984
pemantauan blynk pengendalian penyiraman tanaman jamur metode logika fuzzy,"Handi Handi, Hurriyatul Fitriyah, Gembong Edhi Setyawan",30 Apr 2019,62,1.0
penyakit kelamin wanita kombinasi metode knearest neighbor naive bayes classifier,"Dimas Angga Nazaruddin, Fitra Abdurrachman Bachtiar, Ratih Kartika Dewi",30 Apr 2019,-1,0.0
permainan edukasi pengenalan chord gitar berbasis virtual reality myo armband,"Aditya Yudha Agung  N, Tri Afirianto, Issa Arwani",30 Apr 2019,8,0.7366746770935284
otomasi monitoring tanaman hidroponik berbasis real time os,"Pinandhita Yudhaprakosa, Sabriansyah Rizqika Akbar, Rizal Maulana",30 Apr 2019,61,0.8188469327174848
protokol neighbor discovery pembentukan komunikasi node sensor iot middleware berbasis jaringan lowpan,"Heru Dias Pambudhi, Eko Sakti Pramukantoro, Fariz Andri Bakhtiar",30 Apr 2019,-1,0.0
customer engagement media sosial kepercayaan merek studi instagram shopee,"Odytri Caesar Mahayani, Ismiarta Aknuranda, Ari Kusyanti",30 Apr 2019,57,1.0
sistem informasi pelaporan pendataan kependudukan kabupaten malang berbasis website metode rational unified process rup,"Hana Nur Hanifah, Yusi Tyroni Mursityo, Mochamad Chandra Saputra",30 Apr 2019,44,0.3501436366044133
